Country Name,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominica,0.717076898,0.728511989,0.486361712,0.547456384,0.672486365,0.945150733,0.829529405,0.909698367,0.787364066,0.911906004,0.665553093,0.903117776,1.139158607,0.980585456,1.119856238,1.05717814,1.054432034,0.9776631,1.172776699,1.069058418,1.029941559,1.317089558,1.334130645,1.308010459,1.285264254
Dominican Republic,-0.075660296,-0.416316986,0.012947378,0.118558995,-0.419894457,-0.344310492,-0.258760691,-0.109803066,-0.07857246,-0.03800771,-0.002735103,-0.044954035,-0.00048185,0.252366811,0.207428694,0.145934492,0.227570921,0.241259411,0.152073905,0.012300388,-0.00311227,0.164981201,0.28738603,0.249287635,0.239014015
Ecuador,-0.77003324,-0.162388325,-0.572284937,-0.759720922,-0.96105659,-0.842910349,-0.793961823,-0.853825331,-0.815987229,-0.728682399,-0.673675776,-0.586674452,-0.686557531,-0.57030648,-0.178656712,-0.018533209,-0.147344977,-0.091710433,-0.078932077,-0.094721168,-0.238217756,-0.270243227,-0.25738737,-0.371224314,-0.338139981
Egypt,-0.526031971,-0.020769719,0.049797524,-0.414172113,-0.640924513,-0.822401702,-0.629358649,-0.837807655,-0.552382112,-0.510431707,-0.607227087,-0.898418307,-1.437057018,-1.436329722,-1.6388309,-1.631176591,-1.49933219,-1.43972683,-1.429645896,-1.188121557,-1.124630809,-1.181932807,-1.032864332,-0.978700578,-0.866764307
El Salvador,-0.215370372,0.090679064,0.329205334,0.293994129,-0.180753872,-0.069100976,-0.033760875,-0.168158025,-0.007270731,0.039393112,-0.007116277,0.058842227,0.111001194,0.234583974,-0.033658903,-0.024590004,-0.020496048,-0.104568757,-0.263820261,-0.38915965,-0.120228313,-0.114992231,-0.091492087,-0.352474838,0.0023324
Equatorial Guinea,-0.131352261,-0.080597825,-0.035038944,-0.514396369,0.114630744,-0.059478026,-0.386098802,0.1687904,0.256654739,0.207544371,0.3733024,0.236128226,0.150343806,0.232703447,0.120355181,-0.374146551,-0.207799196,-0.14674297,-0.172019884,-0.090152286,-0.147898287,-0.221560776,-0.202735513,-0.236288592,-0.235371336
Eritrea,-0.936975658,-0.970755875,-0.768895209,-0.267155766,-0.719599485,-0.639386833,-0.795017481,-0.900216937,-1.04984796,-0.710803747,-0.680884719,-0.875592828,-0.76640439,-0.702197254,-0.772372127,-0.805872619,-0.878453434,-0.662282407,-0.733444452,-0.609360635,-0.705968797,-0.992741048,-1.055682182,-0.957195044,-0.792767763
Estonia,0.767924547,0.657050669,0.902080297,0.927854419,0.894786239,0.703926206,0.605274677,0.736678243,0.634109557,0.571973562,0.567619026,0.661366999,0.611041307,0.636465192,0.748215437,0.780257881,0.613857269,0.662796259,0.64237076,0.580415547,0.630197763,0.709816992,0.748589516,0.727880895,0.660533905
Eswatini,-0.206821382,-0.005001639,0.037518527,0.126366228,0.066245928,-0.00466019,-0.39314878,-0.27087,0.048026636,-0.077395976,-0.014716631,-0.076072693,-0.479735821,-0.407692343,-0.431911141,-0.500559747,-0.480209202,-0.494323075,-0.270877391,-0.377749622,-0.274377912,-0.040546946,-0.346009791,-0.210463792,-0.357591271
Ethiopia PDR,-1.054742932,-0.63226676,-0.946032107,-1.225845575,-1.40960443,-1.312491655,-1.690383315,-1.740132213,-1.806409359,-1.732120633,-1.641072273,-1.635101199,-1.50696373,-1.564271331,-1.407307386,-1.339387417,-1.496942043,-1.617245197,-1.677230597,-1.274609208,-1.303762794,-1.753702998,-2.183831215,-2.070606232,-1.969567776
